"ANNEE";"SEXE";"AGE";"POP"
"2026";"M";"22";398142
"2026";"M";"23";393006
"2026";"M";"24";394410
"2026";"M";"25";398187
"2026";"M";"26";372410
"2026";"M";"27";368974
"2026";"M";"28";360648
"2026";"M";"29";366665
"2026";"M";"30";366976
"2026";"M";"31";359706
"2026";"M";"32";363686
"2026";"M";"33";381599
"2026";"M";"34";390528
"2026";"M";"35";400030
"2026";"M";"36";399162
"2026";"M";"37";405567
"2026";"M";"38";405214
"2026";"M";"39";410441
"2026";"M";"40";408696
"2026";"M";"41";405135
"2026";"M";"42";398389
"2026";"M";"43";421823
"2026";"M";"44";424971
"2026";"M";"45";428290
"2026";"M";"46";404970
"2026";"M";"47";397334
"2026";"M";"48";398667
"2026";"M";"49";386977
"2026";"M";"50";400615
"2026";"M";"51";419778
"2026";"M";"52";438655
"2026";"M";"53";449020
"2026";"M";"54";446523
"2026";"M";"55";434446
"2026";"M";"56";426615
"2026";"M";"57";418618
"2026";"M";"58";416751
"2026";"M";"59";424322
"2026";"M";"60";423038
"2026";"M";"61";423149
"2026";"M";"62";414013
"2026";"M";"63";397758
"2026";"M";"64";395293
"2026";"M";"65";387979
"2026";"M";"66";382232
"2026";"M";"67";368853
"2026";"M";"68";363271
"2026";"M";"69";354668
"2026";"M";"70";345633
"2026";"M";"71";340828
"2026";"M";"72";329868
"2026";"M";"73";329202
"2026";"M";"74";316649
"2026";"M";"75";322628
"2026";"M";"76";310340
"2026";"M";"77";303383
"2026";"M";"78";290175
"2026";"M";"79";265174
"2026";"M";"80";191830
"2026";"M";"81";181887
"2026";"M";"82";170122
"2026";"M";"83";150364
"2026";"M";"84";126326
"2026";"M";"85";122461
"2026";"M";"86";117541
"2026";"M";"87";104798
"2026";"M";"88";91896
"2026";"M";"89";80674
"2026";"M";"90";66302
"2026";"M";"91";56740
"2026";"M";"92";44465
"2026";"M";"93";36188
"2026";"M";"94";27392
"2026";"M";"95";20668
"2026";"M";"96";13946
"2026";"M";"97";9720
"2026";"M";"98";6434
"2026";"M";"99";10801
"2026";"F";"0";335814
"2026";"F";"1";336510
"2026";"F";"2";337442
"2026";"F";"3";338603
"2026";"F";"4";340900
"2026";"F";"5";350988
"2026";"F";"6";363557
"2026";"F";"7";368506
"2026";"F";"8";379282
"2026";"F";"9";388443
"2026";"F";"10";397910
"2026";"F";"11";410998
"2026";"F";"12";411638
"2026";"F";"13";417852
"2026";"F";"14";422763
"2026";"F";"15";432584
"2026";"F";"16";425018
"2026";"F";"17";423752
"2026";"F";"18";413612
"2026";"F";"19";413381
"2026";"F";"20";396372
"2026";"F";"21";387623
"2026";"F";"22";381461
"2026";"F";"23";379130
"2026";"F";"24";382143
"2026";"F";"25";387393
"2026";"F";"26";368404
"2026";"F";"27";371003
"2026";"F";"28";366331
"2026";"F";"29";377345
"2026";"F";"30";380378
